objectid,identifier,occurrence_date,day_of_week,occurrence_month,occurrence_day,occurrence_year,occurrence_hour,compstat_month,compstat_day,compstat_year,offense,offense_classification,sector,precinct,borough,jurisdiction,xcoordinate,ycoordinate,location_1_zip,location_1_city,location_1_state,location_1_address,serialid
805605,2fc9cec9,2012-11-06T12:12:00+00:00,Tuesday,Nov,6,2012,12,11,6,2012,GRAND LARCENY,FELONY,B,40,BRONX,N.Y. POLICE DEPT,1009712,233550,,,,,805605
804493,2e0e0b89,2014-03-21T20:00:00+00:00,Friday,Mar,21,2014,20,3,22,2014,GRAND LARCENY,FELONY,H,108,QUEENS,N.Y. POLICE DEPT,1006477,209785,,,,,804493
805606,e467f782,2012-11-06T12:15:00+00:00,Tuesday,Nov,6,2012,12,11,6,2012,GRAND LARCENY,FELONY,A,40,BRONX,N.Y. POLICE DEPT,1006474,233253,,,,,805606
805608,148a8382,2012-11-06T12:30:00+00:00,Tuesday,Nov,6,2012,12,11,8,2012,GRAND LARCENY,FELONY,E,6,MANHATTAN,N.Y. POLICE DEPT,982942,206212,,,,,805608
804496,b1e0edb6,2012-02-22T17:15:00+00:00,Wednesday,Feb,22,2012,17,2,22,2012,BURGLARY,FELONY,E,1,MANHATTAN,N.Y. POLICE DEPT,981309,197980,,,,,804496
805610,37fa55d3,2012-11-06T12:45:00+00:00,Tuesday,Nov,6,2012,12,3,1,2013,GRAND LARCENY,FELONY,D,18,MANHATTAN,N.Y. POLICE DEPT,990251,215062,,,,,805610
804498,2ea8cfb3,2012-02-22T17:30:00+00:00,Wednesday,Feb,22,2012,17,2,29,2012,GRAND LARCENY,FELONY,A,19,MANHATTAN,N.Y. POLICE DEPT,992295,217702,,,,,804498
805612,e030893e,2012-11-06T12:55:00+00:00,Tuesday,Nov,6,2012,12,11,6,2012,ROBBERY,FELONY,H,111,QUEENS,N.Y. POLICE DEPT,1047136,216483,,,,,805612
804500,837bb28a,2012-02-22T17:30:00+00:00,Wednesday,Feb,22,2012,17,2,22,2012,ROBBERY,FELONY,E,47,BRONX,N.Y. POLICE DEPT,1023475,264305,,,,,804500
805614,e1e46afe,2012-11-06T13:00:00+00:00,Tuesday,Nov,6,2012,13,11,12,2012,BURGLARY,FELONY,I,105,QUEENS,N.Y. POLICE DEPT,1053590,196853,,,,,805614
805615,f19a60ba,2012-11-06T13:00:00+00:00,Tuesday,Nov,6,2012,13,11,6,2012,ROBBERY,FELONY,C,107,QUEENS,N.Y. POLICE DEPT,1042521,199630,,,,,805615
804503,52926bce,2012-02-22T18:00:00+00:00,Wednesday,Feb,22,2012,18,2,25,2012,BURGLARY,FELONY,G,77,BROOKLYN,N.Y. POLICE DEPT,998412,183949,,,,,804503
805617,54961c8e,2014-12-06T03:35:00+00:00,Saturday,Dec,6,2014,3,12,6,2014,FELONY ASSAULT,FELONY,I,67,BROOKLYN,N.Y. POLICE DEPT,1003561,178518,,,,,805617
804505,25a465fb,2012-02-22T18:00:00+00:00,Wednesday,Feb,22,2012,18,2,23,2012,GRAND LARCENY,FELONY,J,45,BRONX,N.Y. POLICE DEPT,1033092,259916,,,,,804505
805619,d2896a10,2014-12-06T04:00:00+00:00,Saturday,Dec,6,2014,4,12,6,2014,ROBBERY,FELONY,I,70,BROOKLYN,N.Y. POLICE DEPT,995905,174206,,,,,805619
804507,f37fc896,2012-02-22T18:15:00+00:00,Wednesday,Feb,22,2012,18,2,22,2012,FELONY ASSAULT,FELONY,B,123,STATEN ISLAND,N.Y. POLICE DEPT,922906,130125,,,,,804507
805621,5d48e7e1,2014-12-06T04:15:00+00:00,Saturday,Dec,6,2014,4,12,6,2014,FELONY ASSAULT,FELONY,K,43,BRONX,N.Y. POLICE DEPT,1025292,243234,,,,,805621
804508,89bf9bf6,2012-02-22T18:15:00+00:00,Wednesday,Feb,22,2012,18,2,22,2012,FELONY ASSAULT,FELONY,B,123,STATEN ISLAND,N.Y. POLICE DEPT,922906,130125,,,,,804508
805623,30b4874c,2014-12-06T04:30:00+00:00,Saturday,Dec,6,2014,4,12,6,2014,FELONY ASSAULT,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1015388,248253,,,,,805623
804510,171d6d87,2012-02-22T18:27:00+00:00,Wednesday,Feb,22,2012,18,2,22,2012,GRAND LARCENY,FELONY,B,6,MANHATTAN,N.Y. POLICE DEPT,986294,205357,,,,,804510
804511,41a31f3d,2012-02-22T18:30:00+00:00,Wednesday,Feb,22,2012,18,2,23,2012,GRAND LARCENY,FELONY,J,70,BROOKLYN,N.Y. POLICE DEPT,994561,177071,,,,,804511
805625,51318535,2014-12-06T04:36:00+00:00,Saturday,Dec,6,2014,4,12,6,2014,BURGLARY,FELONY,G,73,BROOKLYN,N.Y. POLICE DEPT,1008625,183197,,,,,805625
804514,f01f16c,2012-02-22T18:30:00+00:00,Wednesday,Feb,22,2012,18,2,22,2012,BURGLARY,FELONY,N,44,BRONX,N.Y. POLICE DEPT,1006174,245764,,,,,804514
805627,dafac069,2014-12-06T04:40:00+00:00,Saturday,Dec,6,2014,4,12,6,2014,ROBBERY,FELONY,E,41,BRONX,N.Y. POLICE DEPT,1011262,236179,,,,,805627
804516,a705991d,2012-11-08T12:35:00+00:00,Thursday,Nov,8,2012,12,11,8,2012,BURGLARY,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1015043,248684,,,,,804516
805629,3faaa4d,2014-12-06T04:45:00+00:00,Saturday,Dec,6,2014,4,12,6,2014,ROBBERY,FELONY,F,18,MANHATTAN,N.Y. POLICE DEPT,987720,216313,,,,,805629
804518,6dec96a5,2012-11-08T12:45:00+00:00,Thursday,Nov,8,2012,12,11,8,2012,FELONY ASSAULT,FELONY,B,79,BROOKLYN,N.Y. POLICE DEPT,999873,187804,,,,,804518
805631,6f62963c,2014-12-06T05:18:00+00:00,Saturday,Dec,6,2014,5,12,6,2014,GRAND LARCENY,FELONY,B,101,QUEENS,N.Y. POLICE DEPT,1054170,160995,,,,,805631
804519,fae9c4fd,2012-11-08T13:00:00+00:00,Thursday,Nov,8,2012,13,11,13,2012,GRAND LARCENY,FELONY,A,9,MANHATTAN,N.Y. POLICE DEPT,990685,203336,,,,,804519
805632,e082f02d,2014-12-06T06:00:00+00:00,Saturday,Dec,6,2014,6,12,6,2014,BURGLARY,FELONY,I,61,BROOKLYN,N.Y. POLICE DEPT,997160,158406,,,,,805632
805634,104dc560,2014-12-06T06:00:00+00:00,Saturday,Dec,6,2014,6,12,19,2014,GRAND LARCENY,FELONY,C,76,BROOKLYN,N.Y. POLICE DEPT,983114,188729,,,,,805634
804522,c11d2140,2012-11-08T13:12:00+00:00,Thursday,Nov,8,2012,13,11,8,2012,GRAND LARCENY,FELONY,D,25,MANHATTAN,N.Y. POLICE DEPT,1001797,232216,,,,,804522
805636,572a405b,2014-12-06T06:30:00+00:00,Saturday,Dec,6,2014,6,12,6,2014,BURGLARY,FELONY,E,67,BROOKLYN,N.Y. POLICE DEPT,1000676,171255,,,,,805636
804524,51628c4e,2012-11-08T13:20:00+00:00,Thursday,Nov,8,2012,13,11,8,2012,GRAND LARCENY,FELONY,B,102,QUEENS,N.Y. POLICE DEPT,1032339,191139,,,,,804524
805638,e95cf791,2012-04-15T18:30:00+00:00,Sunday,Apr,15,2012,18,7,30,2012,GRAND LARCENY,FELONY,D,14,MANHATTAN,N.Y. POLICE DEPT,987044,213240,,,,,805638
805639,492096ae,2012-04-15T18:45:00+00:00,Sunday,Apr,15,2012,18,4,15,2012,GRAND LARCENY,FELONY,D,104,QUEENS,N.Y. POLICE DEPT,1014245,196655,,,,,805639
804527,3f28aa91,2012-11-08T13:40:00+00:00,Thursday,Nov,8,2012,13,11,9,2012,GRAND LARCENY,FELONY,E,106,QUEENS,N.Y. POLICE DEPT,1028217,187146,,,,,804527
805641,78aa16b1,2012-04-15T19:00:00+00:00,Sunday,Apr,15,2012,19,4,15,2012,BURGLARY,FELONY,D,103,QUEENS,N.Y. POLICE DEPT,1048457,198210,,,,,805641
804529,a1979bb4,2012-11-08T14:00:00+00:00,Thursday,Nov,8,2012,14,2,23,2013,GRAND LARCENY,FELONY,C,72,BROOKLYN,N.Y. POLICE DEPT,984152,178424,,,,,804529
805643,f67ce04e,2012-04-15T19:15:00+00:00,Sunday,Apr,15,2012,19,4,17,2012,BURGLARY,FELONY,D,41,BRONX,N.Y. POLICE DEPT,1015632,236902,,,,,805643
804531,33b63a94,2012-11-08T14:00:00+00:00,Thursday,Nov,8,2012,14,11,8,2012,BURGLARY,FELONY,E,110,QUEENS,N.Y. POLICE DEPT,1019943,209564,,,,,804531
805645,c6879d6f,2012-04-15T19:30:00+00:00,Sunday,Apr,15,2012,19,4,16,2012,BURGLARY,FELONY,K,52,BRONX,N.Y. POLICE DEPT,1017351,257743,,,,,805645
804532,1c1fcf7,2012-11-08T14:00:00+00:00,Thursday,Nov,8,2012,14,2,22,2013,GRAND LARCENY,FELONY,A,17,MANHATTAN,N.Y. POLICE DEPT,990491,210546,,,,,804532
805647,93fab1bf,2012-04-15T19:40:00+00:00,Sunday,Apr,15,2012,19,4,15,2012,GRAND LARCENY,FELONY,C,6,MANHATTAN,N.Y. POLICE DEPT,986012,205640,,,,,805647
804534,1daad2ea,2012-11-08T14:00:00+00:00,Thursday,Nov,8,2012,14,11,8,2012,GRAND LARCENY,FELONY,H,18,MANHATTAN,N.Y. POLICE DEPT,988740,219078,,,,,804534
805649,4d7ad,2012-04-15T19:45:00+00:00,Sunday,Apr,15,2012,19,4,15,2012,GRAND LARCENY,FELONY,A,44,BRONX,N.Y. POLICE DEPT,1004749,240880,,,,,805649
804536,99436aaf,2012-09-20T14:00:00+00:00,Thursday,Sep,20,2012,14,10,5,2012,GRAND LARCENY,FELONY,D,17,MANHATTAN,N.Y. POLICE DEPT,991776,212875,,,,,804536
805651,61b85eaf,2012-04-15T20:00:00+00:00,Sunday,Apr,15,2012,20,4,15,2012,GRAND LARCENY,FELONY,H,78,BROOKLYN,N.Y. POLICE DEPT,988992,180940,,,,,805651
804538,d1c7eccc,2012-09-20T14:30:00+00:00,Thursday,Sep,20,2012,14,9,20,2012,FELONY ASSAULT,FELONY,D,110,QUEENS,N.Y. POLICE DEPT,1018339,211521,,,,,804538
805653,e4935f51,2012-04-15T20:10:00+00:00,Sunday,Apr,15,2012,20,4,15,2012,GRAND LARCENY,FELONY,A,26,MANHATTAN,N.Y. TRANSIT POLICE,997374,234664,,,,,805653
804540,117d8da6,2012-09-20T14:30:00+00:00,Thursday,Sep,20,2012,14,9,20,2012,GRAND LARCENY,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1016773,249211,,,,,804540
804541,2a65b490,2012-09-20T14:40:00+00:00,Thursday,Sep,20,2012,14,9,21,2012,ROBBERY,FELONY,E,75,BROOKLYN,N.Y. POLICE DEPT,1013316,183163,,,,,804541
805658,b69944a4,2012-04-15T21:00:00+00:00,Sunday,Apr,15,2012,21,4,16,2012,BURGLARY,FELONY,H,83,BROOKLYN,N.Y. POLICE DEPT,1008598,194371,,,,,805658
804543,1ffc6f2c,2012-09-20T14:58:00+00:00,Thursday,Sep,20,2012,14,9,20,2012,ROBBERY,FELONY,D,47,BRONX,N.Y. POLICE DEPT,1026354,256988,,,,,804543
805661,eaedd8df,2011-12-08T22:20:00+00:00,Thursday,Dec,8,2011,22,12,9,2011,ROBBERY,FELONY,C,46,BRONX,N.Y. HOUSING POLICE,1012953,251042,,,,,805661
804545,74041b87,2012-09-20T15:00:00+00:00,Thursday,Sep,20,2012,15,9,20,2012,ROBBERY,FELONY,F,75,BROOKLYN,N.Y. POLICE DEPT,1014830,182298,,,,,804545
805663,913148ec,2011-12-08T22:30:00+00:00,Thursday,Dec,8,2011,22,12,9,2011,GRAND LARCENY,FELONY,A,66,BROOKLYN,N.Y. POLICE DEPT,993143,164562,,,,,805663
804547,5fcd054d,2012-09-20T15:00:00+00:00,Thursday,Sep,20,2012,15,9,20,2012,GRAND LARCENY,FELONY,G,42,BRONX,N.Y. POLICE DEPT,1010825,242201,,,,,804547
805665,fa6b1d3e,2011-12-08T22:30:00+00:00,Thursday,Dec,8,2011,22,12,11,2011,GRAND LARCENY,FELONY,D,18,MANHATTAN,N.Y. TRANSIT POLICE,989294,215445,,,,,805665
804549,b1ddf172,2012-09-20T15:05:00+00:00,Thursday,Sep,20,2012,15,9,20,2012,ROBBERY,FELONY,J,40,BRONX,N.Y. POLICE DEPT,1003601,234474,,,,,804549
805667,68bd4f0e,2011-12-08T22:40:00+00:00,Thursday,Dec,8,2011,22,12,9,2011,RAPE,FELONY,D,46,BRONX,N.Y. POLICE DEPT,1011881,250411,,,,,805667
804551,6236e4cc,2012-09-20T15:15:00+00:00,Thursday,Sep,20,2012,15,9,20,2012,GRAND LARCENY,FELONY,J,114,QUEENS,N.Y. POLICE DEPT,1003566,216182,,,,,804551
805669,bda7ee6d,2011-12-08T23:00:00+00:00,Thursday,Dec,8,2011,23,12,10,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,109,QUEENS,N.Y. POLICE DEPT,1033530,211204,,,,,805669
804553,2acec54f,2012-09-20T15:25:00+00:00,Thursday,Sep,20,2012,15,9,20,2012,GRAND LARCENY,FELONY,B,13,MANHATTAN,N.Y. POLICE DEPT,989875,207909,,,,,804553
805671,d4ec103e,2011-12-08T23:08:00+00:00,Thursday,Dec,8,2011,23,12,9,2011,GRAND LARCENY,FELONY,B,108,QUEENS,N.Y. TRANSIT POLICE,999520,211112,,,,,805671
805673,af6b58e2,2011-12-08T23:30:00+00:00,Thursday,Dec,8,2011,23,12,11,2011,GRAND LARCENY,FELONY,C,77,BROOKLYN,N.Y. POLICE DEPT,994526,187009,,,,,805673
804556,e227de90,2012-12-22T10:00:00+00:00,Saturday,Dec,22,2012,10,1,14,2013,GRAND LARCENY,FELONY,E,103,QUEENS,N.Y. POLICE DEPT,1050695,200871,,,,,804556
805675,688982b1,2011-12-08T23:30:00+00:00,Thursday,Dec,8,2011,23,12,9,2011,GRAND LARCENY,FELONY,B,47,BRONX,N.Y. POLICE DEPT,1021557,261478,,,,,805675
804558,93d04927,2012-12-22T10:00:00+00:00,Saturday,Dec,22,2012,10,12,22,2012,FELONY ASSAULT,FELONY,J,46,BRONX,N.Y. POLICE DEPT,1009331,250025,,,,,804558
805677,46f3b8e9,2011-12-08T23:59:00+00:00,Thursday,Dec,8,2011,23,12,9,2011,FELONY ASSAULT,FELONY,A,5,MANHATTAN,N.Y. HOUSING POLICE,984480,198523,,,,,805677
804560,ba830ea6,2012-12-22T10:15:00+00:00,Saturday,Dec,22,2012,10,12,22,2012,GRAND LARCENY,FELONY,B,115,QUEENS,N.Y. POLICE DEPT,1020753,219399,,,,,804560
804561,5471198b,2012-12-22T10:30:00+00:00,Saturday,Dec,22,2012,10,12,22,2012,BURGLARY,FELONY,A,6,MANHATTAN,N.Y. POLICE DEPT,984213,204463,,,,,804561
805680,d66f1e90,2014-03-21T23:50:00+00:00,Friday,Mar,21,2014,23,3,22,2014,FELONY ASSAULT,FELONY,D,75,BROOKLYN,N.Y. POLICE DEPT,1021956,185762,,,,,805680
804563,357232df,2012-12-22T11:00:00+00:00,Saturday,Dec,22,2012,11,1,29,2013,GRAND LARCENY,FELONY,F,62,BROOKLYN,N.Y. POLICE DEPT,986726,164519,,,,,804563
804564,1b954620,2012-12-22T11:00:00+00:00,Saturday,Dec,22,2012,11,7,8,2014,GRAND LARCENY,FELONY,I,46,BRONX,N.Y. POLICE DEPT,1006110,247691,,,,,804564
804565,62193f1c,2012-12-22T11:20:00+00:00,Saturday,Dec,22,2012,11,12,22,2012,GRAND LARCENY,FELONY,H,18,MANHATTAN,N.Y. TRANSIT POLICE,989780,218177,,,,,804565
805684,36930036,2014-03-25T00:01:00+00:00,Tuesday,Mar,25,2014,0,3,25,2014,FELONY ASSAULT,FELONY,F,101,QUEENS,N.Y. HOUSING POLICE,1047825,156482,,,,,805684
804567,19cecd10,2012-12-22T11:30:00+00:00,Saturday,Dec,22,2012,11,12,23,2012,ROBBERY,FELONY,H,73,BROOKLYN,N.Y. HOUSING POLICE,1009303,183811,,,,,804567
805686,91e8cba6,2014-03-25T00:01:00+00:00,Tuesday,Mar,25,2014,0,3,26,2014,FELONY ASSAULT,FELONY,D,101,QUEENS,N.Y. POLICE DEPT,1051824,158026,,,,,805686
804569,dfb2a8b0,2012-12-22T12:00:00+00:00,Saturday,Dec,22,2012,12,12,22,2012,FELONY ASSAULT,FELONY,G,101,QUEENS,N.Y. POLICE DEPT,1043793,154655,,,,,804569
805688,cb27064e,2014-03-25T00:01:00+00:00,Tuesday,Mar,25,2014,0,3,28,2014,GRAND LARCENY,FELONY,G,75,BROOKLYN,N.Y. POLICE DEPT,1015210,184968,,,,,805688
804571,d66a4abd,2012-12-22T12:00:00+00:00,Saturday,Dec,22,2012,12,1,23,2013,GRAND LARCENY,FELONY,E,94,BROOKLYN,N.Y. POLICE DEPT,999314,202432,,,,,804571
804572,7e16fd76,2012-12-22T12:00:00+00:00,Saturday,Dec,22,2012,12,12,26,2012,BURGLARY,FELONY,I,1,MANHATTAN,N.Y. POLICE DEPT,981747,203912,,,,,804572
805690,8763b403,2014-03-25T00:01:00+00:00,Tuesday,Mar,25,2014,0,9,15,2014,GRAND LARCENY,FELONY,I,79,BROOKLYN,N.Y. POLICE DEPT,997649,191017,,,,,805690
804574,fd4b8280,2012-12-22T12:00:00+00:00,Saturday,Dec,22,2012,12,1,24,2013,GRAND LARCENY,FELONY,H,111,QUEENS,N.Y. POLICE DEPT,1042032,217127,,,,,804574
805692,5f57ddfe,2014-03-25T00:01:00+00:00,Tuesday,Mar,25,2014,0,3,25,2014,GRAND LARCENY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1014480,209433,,,,,805692
804576,ad46be85,2011-11-10T23:00:00+00:00,Thursday,Nov,10,2011,23,12,12,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,,75,BROOKLYN,POLICE DEPT NYC,1018324,187858,,,,,804576
805694,ac9c883a,2014-03-25T00:20:00+00:00,Tuesday,Mar,25,2014,0,3,25,2014,RAPE,FELONY,G,52,BRONX,N.Y. POLICE DEPT,1017542,255919,,,,,805694
804578,1b33e533,2011-11-10T23:00:00+00:00,Thursday,Nov,10,2011,23,11,13,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,112,QUEENS,N.Y. POLICE DEPT,1025127,205188,,,,,804578
805696,e9f44ed,2014-03-25T00:30:00+00:00,Tuesday,Mar,25,2014,0,3,25,2014,BURGLARY,FELONY,I,24,MANHATTAN,N.Y. POLICE DEPT,991223,228937,,,,,805696
804580,f74566ad,2011-11-10T23:00:00+00:00,Thursday,Nov,10,2011,23,11,11,2011,ROBBERY,FELONY,A,50,BRONX,N.Y. HOUSING POLICE,1011678,259907,,,,,804580
805698,ce97df7e,2014-03-25T00:35:00+00:00,Tuesday,Mar,25,2014,0,3,25,2014,FELONY ASSAULT,FELONY,C,102,QUEENS,N.Y. POLICE DEPT,1027393,192585,,,,,805698
804582,9b8aa227,2011-11-10T23:30:00+00:00,Thursday,Nov,10,2011,23,11,11,2011,FELONY ASSAULT,FELONY,J,46,BRONX,N.Y. POLICE DEPT,1008771,249609,,,,,804582
805700,302afefd,2012-02-22T23:00:00+00:00,Wednesday,Feb,22,2012,23,2,23,2012,BURGLARY,FELONY,E,84,BROOKLYN,N.Y. POLICE DEPT,986688,191417,,,,,805700
804584,92c90c1f,2011-11-11T00:00:00+00:00,Friday,Nov,11,2011,0,1,13,2013,GRAND LARCENY,FELONY,C,122,STATEN ISLAND,N.Y. POLICE DEPT,953533,146811,,,,,804584
805702,498dd5dc,2012-02-22T23:00:00+00:00,Wednesday,Feb,22,2012,23,2,23,2012,GRAND LARCENY,FELONY,K,104,QUEENS,N.Y. POLICE DEPT,1018531,204301,,,,,805702
804586,b45b17d8,2011-11-11T00:00:00+00:00,Friday,Nov,11,2011,0,11,11,2011,GRAND LARCENY,FELONY,G,20,MANHATTAN,N.Y. POLICE DEPT,990322,224724,,,,,804586
805704,5e8e2edb,2012-02-22T23:00:00+00:00,Wednesday,Feb,22,2012,23,2,24,2012,RAPE,FELONY,A,49,BRONX,N.Y. POLICE DEPT,1027295,251236,,,,,805704
804588,642b8a01,2011-11-11T00:01:00+00:00,Friday,Nov,11,2011,0,12,2,2011,GRAND LARCENY,FELONY,A,83,BROOKLYN,N.Y. POLICE DEPT,1010653,187253,,,,,804588
805706,c2967e17,2012-02-22T23:20:00+00:00,Wednesday,Feb,22,2012,23,2,22,2012,ROBBERY,FELONY,H,90,BROOKLYN,N.Y. POLICE DEPT,999480,197322,,,,,805706
804590,3197bc51,2011-11-11T00:01:00+00:00,Friday,Nov,11,2011,0,11,11,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,107,QUEENS,N.Y. POLICE DEPT,1042200,200618,,,,,804590
805708,b1960cf9,2012-02-22T23:30:00+00:00,Wednesday,Feb,22,2012,23,2,28,2012,RAPE,FELONY,H,18,MANHATTAN,N.Y. POLICE DEPT,988353,217918,,,,,805708
804592,1bce3b55,2011-11-11T00:15:00+00:00,Friday,Nov,11,2011,0,11,11,2011,ROBBERY,FELONY,I,79,BROOKLYN,N.Y. POLICE DEPT,997730,190483,,,,,804592
805710,f0622d47,2012-02-22T23:50:00+00:00,Wednesday,Feb,22,2012,23,2,23,2012,FELONY ASSAULT,FELONY,C,69,BROOKLYN,N.Y. POLICE DEPT,1010239,172455,,,,,805710
804594,30064cfd,2013-06-13T15:00:00+00:00,Thursday,Jun,13,2013,15,6,24,2013,GRAND LARCENY,FELONY,C,43,BRONX,N.Y. POLICE DEPT,1018503,238095,,,,,804594
805712,febdc57c,2012-03-01T00:01:00+00:00,Thursday,Mar,1,2012,0,9,7,2012,GRAND LARCENY,FELONY,D,60,BROOKLYN,N.Y. POLICE DEPT,991938,149953,,,,,805712
804595,f37f9e6d,2013-06-13T15:00:00+00:00,Thursday,Jun,13,2013,15,6,13,2013,BURGLARY,FELONY,E,49,BRONX,N.Y. POLICE DEPT,1020008,252680,,,,,804595
805713,9cdfe7e8,2012-03-01T00:01:00+00:00,Thursday,Mar,1,2012,0,5,17,2012,GRAND LARCENY,FELONY,H,66,BROOKLYN,N.Y. POLICE DEPT,982169,171526,,,,,805713
804596,2314ebfc,2013-06-13T15:00:00+00:00,Thursday,Jun,13,2013,15,6,13,2013,GRAND LARCENY,FELONY,A,47,BRONX,N.Y. POLICE DEPT,1023640,256420,,,,,804596
805715,98c37802,2012-03-01T00:01:00+00:00,Thursday,Mar,1,2012,0,9,28,2012,BURGLARY,FELONY,K,75,BROOKLYN,N.Y. POLICE DEPT,1018992,179912,,,,,805715
804598,97b392c,2013-06-13T15:10:00+00:00,Thursday,Jun,13,2013,15,6,13,2013,FELONY ASSAULT,FELONY,J,43,BRONX,N.Y. POLICE DEPT,1021996,245807,,,,,804598
805717,337fea03,2012-03-01T00:01:00+00:00,Thursday,Mar,1,2012,0,12,20,2012,GRAND LARCENY,FELONY,F,75,BROOKLYN,N.Y. POLICE DEPT,1017037,182481,,,,,805717
804600,f980ac1f,2013-06-13T15:15:00+00:00,Thursday,Jun,13,2013,15,6,13,2013,BURGLARY,FELONY,D,68,BROOKLYN,N.Y. POLICE DEPT,976676,165942,,,,,804600
805719,9f9fd1f7,2012-03-01T00:01:00+00:00,Thursday,Mar,1,2012,0,7,6,2012,GRAND LARCENY,FELONY,E,78,BROOKLYN,N.Y. POLICE DEPT,990148,184209,,,,,805719
804602,114effb7,2013-06-13T15:30:00+00:00,Thursday,Jun,13,2013,15,6,13,2013,ROBBERY,FELONY,C,105,QUEENS,N.Y. POLICE DEPT,1057289,177821,,,,,804602
805721,c47d58d4,2012-11-08T17:30:00+00:00,Thursday,Nov,8,2012,17,11,8,2012,BURGLARY,FELONY,A,115,QUEENS,N.Y. POLICE DEPT,1019357,215379,,,,,805721
804604,b453acd8,2013-06-13T15:30:00+00:00,Thursday,Jun,13,2013,15,6,13,2013,FELONY ASSAULT,FELONY,C,42,BRONX,N.Y. POLICE DEPT,1013859,243743,,,,,804604
805723,2279aa17,2012-11-08T17:50:00+00:00,Thursday,Nov,8,2012,17,11,8,2012,BURGLARY,FELONY,E,69,BROOKLYN,N.Y. POLICE DEPT,1010704,169253,,,,,805723
804606,8f78c53a,2013-06-13T15:40:00+00:00,Thursday,Jun,13,2013,15,6,13,2013,GRAND LARCENY,FELONY,E,111,QUEENS,N.Y. POLICE DEPT,1048565,216315,,,,,804606
805725,dab1c59f,2012-11-08T18:00:00+00:00,Thursday,Nov,8,2012,18,11,10,2012,BURGLARY,FELONY,E,101,QUEENS,N.Y. POLICE DEPT,1049648,156190,,,,,805725
804608,c55bb175,2013-06-13T15:50:00+00:00,Thursday,Jun,13,2013,15,6,13,2013,ROBBERY,FELONY,A,14,MANHATTAN,N.Y. POLICE DEPT,987958,210923,,,,,804608
805727,8ccec585,2012-11-08T18:00:00+00:00,Thursday,Nov,8,2012,18,11,10,2012,GRAND LARCENY,FELONY,K,61,BROOKLYN,N.Y. POLICE DEPT,996097,161063,,,,,805727
804610,832a83f,2013-06-13T16:00:00+00:00,Thursday,Jun,13,2013,16,6,13,2013,GRAND LARCENY,FELONY,E,13,MANHATTAN,N.Y. POLICE DEPT,987103,207735,,,,,804610
805729,7e08db25,2012-11-08T18:00:00+00:00,Thursday,Nov,8,2012,18,11,9,2012,BURGLARY,FELONY,G,5,MANHATTAN,N.Y. POLICE DEPT,983093,199049,,,,,805729
804612,df6f8185,2013-06-13T16:00:00+00:00,Thursday,Jun,13,2013,16,7,11,2013,GRAND LARCENY,FELONY,I,13,MANHATTAN,N.Y. POLICE DEPT,987043,210692,,,,,804612
805731,9c7a186d,2012-11-08T18:00:00+00:00,Thursday,Nov,8,2012,18,11,9,2012,BURGLARY,FELONY,F,19,MANHATTAN,N.Y. POLICE DEPT,993944,216789,,,,,805731
804614,dc43d0b3,2012-09-16T22:10:00+00:00,Sunday,Sep,16,2012,22,9,16,2012,ROBBERY,FELONY,F,71,BROOKLYN,N.Y. POLICE DEPT,998625,181494,,,,,804614
805733,911d985c,2012-11-08T18:15:00+00:00,Thursday,Nov,8,2012,18,11,8,2012,GRAND LARCENY,FELONY,D,52,BRONX,N.Y. POLICE DEPT,1012887,253829,,,,,805733
804615,a079f513,2012-09-16T22:14:00+00:00,Sunday,Sep,16,2012,22,9,16,2012,ROBBERY,FELONY,I,75,BROOKLYN,N.Y. POLICE DEPT,1020417,185492,,,,,804615
805734,cad54d6b,2012-11-08T18:20:00+00:00,Thursday,Nov,8,2012,18,11,8,2012,FELONY ASSAULT,FELONY,C,62,BROOKLYN,N.Y. POLICE DEPT,986757,158304,,,,,805734
804616,6d0175d4,2012-09-16T22:15:00+00:00,Sunday,Sep,16,2012,22,9,16,2012,FELONY ASSAULT,FELONY,H,46,BRONX,N.Y. POLICE DEPT,1011725,252317,,,,,804616
805736,df04270,2012-11-08T18:30:00+00:00,Thursday,Nov,8,2012,18,11,28,2012,GRAND LARCENY,FELONY,G,14,MANHATTAN,N.Y. POLICE DEPT,985802,213781,,,,,805736
804618,10ebcb0e,2012-09-16T22:25:00+00:00,Sunday,Sep,16,2012,22,9,16,2012,FELONY ASSAULT,FELONY,A,68,BROOKLYN,N.Y. POLICE DEPT,980998,162513,,,,,804618
804619,29fa3979,2012-09-16T22:40:00+00:00,Sunday,Sep,16,2012,22,9,17,2012,FELONY ASSAULT,FELONY,G,101,QUEENS,N.Y. POLICE DEPT,1043650,154675,,,,,804619
805739,a29a6c8b,2012-11-08T18:45:00+00:00,Thursday,Nov,8,2012,18,11,8,2012,GRAND LARCENY,FELONY,E,18,MANHATTAN,N.Y. POLICE DEPT,990819,216088,,,,,805739
