objectid,identifier,occurrence_date,day_of_week,occurrence_month,occurrence_day,occurrence_year,occurrence_hour,compstat_month,compstat_day,compstat_year,offense,offense_classification,sector,precinct,borough,jurisdiction,xcoordinate,ycoordinate,location_1_zip,location_1_city,location_1_state,location_1_address,serialid
802550,d8fe16aa,2012-10-24T14:50:00+00:00,Wednesday,Oct,24,2012,14,10,24,2012,ROBBERY,FELONY,A,70,BROOKLYN,N.Y. POLICE DEPT,994447,165196,,,,,802550
798859,c1bccc6a,2011-10-28T20:20:00+00:00,Friday,Oct,28,2011,20,10,28,2011,ROBBERY,FELONY,A,76,BROOKLYN,N.Y. POLICE DEPT,983728,185125,,,,,798859
800054,b7c32ee0,2011-11-10T00:01:00+00:00,Thursday,Nov,10,2011,0,11,10,2011,BURGLARY,FELONY,E,43,BRONX,N.Y. POLICE DEPT,1018579,241367,,,,,800054
798862,cee60137,2013-05-27T02:30:00+00:00,Monday,May,27,2013,2,5,27,2013,BURGLARY,FELONY,R,109,QUEENS,N.Y. POLICE DEPT,1033908,226707,,,,,798862
800057,2183b56a,2011-11-10T00:30:00+00:00,Thursday,Nov,10,2011,0,11,10,2011,GRAND LARCENY,FELONY,A,75,BROOKLYN,N.Y. POLICE DEPT,1014171,186296,,,,,800057
798865,b08390dd,2013-05-27T03:00:00+00:00,Monday,May,27,2013,3,5,27,2013,ROBBERY,FELONY,B,100,QUEENS,N.Y. HOUSING POLICE,1036867,153432,,,,,798865
798866,6a825994,2013-05-27T03:00:00+00:00,Monday,May,27,2013,3,5,27,2013,FELONY ASSAULT,FELONY,C,67,BROOKLYN,N.Y. POLICE DEPT,1000026,174295,,,,,798866
798867,c9e2ed0,2013-05-27T03:00:00+00:00,Monday,May,27,2013,3,5,27,2013,GRAND LARCENY,FELONY,J,113,QUEENS,N.Y. POLICE DEPT,1053552,191220,,,,,798867
802556,41284ecc,2012-10-24T15:00:00+00:00,Wednesday,Oct,24,2012,15,10,24,2012,GRAND LARCENY,FELONY,F,110,QUEENS,N.Y. POLICE DEPT,1020957,207505,,,,,802556
802557,4ccc98e8,2012-10-24T15:00:00+00:00,Wednesday,Oct,24,2012,15,10,25,2012,ROBBERY,FELONY,D,13,MANHATTAN,N.Y. TRANSIT POLICE,988662,210091,,,,,802557
802558,2db249ed,2012-10-24T15:00:00+00:00,Wednesday,Oct,24,2012,15,10,24,2012,BURGLARY,FELONY,C,109,QUEENS,N.Y. POLICE DEPT,1031352,213414,,,,,802558
800063,22ecabbe,2011-11-10T01:00:00+00:00,Thursday,Nov,10,2011,1,11,11,2011,RAPE,FELONY,,90,BROOKLYN,N.Y. POLICE DEPT,997843,196573,,,,,800063
801654,678385d4,2012-10-24T11:55:00+00:00,Wednesday,Oct,24,2012,11,10,24,2012,GRAND LARCENY,FELONY,F,61,BROOKLYN,N.Y. POLICE DEPT,995446,157319,,,,,801654
802561,dbc42a6d,2012-10-24T15:10:00+00:00,Wednesday,Oct,24,2012,15,10,24,2012,ROBBERY,FELONY,A,70,BROOKLYN,N.Y. POLICE DEPT,995869,164512,,,,,802561
798877,efec2ddb,2013-05-27T03:45:00+00:00,Monday,May,27,2013,3,5,27,2013,FELONY ASSAULT,FELONY,F,46,BRONX,N.Y. POLICE DEPT,1009914,249455,,,,,798877
801656,e2b2abdf,2012-10-24T12:00:00+00:00,Wednesday,Oct,24,2012,12,10,24,2012,BURGLARY,FELONY,R,122,STATEN ISLAND,N.Y. POLICE DEPT,937504,162438,,,,,801656
798879,d1690d75,2013-05-27T04:15:00+00:00,Monday,May,27,2013,4,5,27,2013,FELONY ASSAULT,FELONY,G,66,BROOKLYN,N.Y. POLICE DEPT,990507,170848,,,,,798879
800070,7df00e5e,2013-05-27T12:45:00+00:00,Monday,May,27,2013,12,5,27,2013,FELONY ASSAULT,FELONY,K,77,BROOKLYN,N.Y. HOUSING POLICE,1004448,185438,,,,,800070
798881,fd5c48a9,2012-08-26T15:40:00+00:00,Sunday,Aug,26,2012,15,8,26,2012,ROBBERY,FELONY,H,43,BRONX,N.Y. HOUSING POLICE,1017824,243494,,,,,798881
802565,43541619,2015-02-18T21:53:00+00:00,Wednesday,Feb,18,2015,21,2,19,2015,GRAND LARCENY,FELONY,C,113,QUEENS,N.Y. POLICE DEPT,1046166,187009,,,,,802565
801660,12081d30,2015-02-18T17:45:00+00:00,Wednesday,Feb,18,2015,17,2,18,2015,FELONY ASSAULT,FELONY,I,77,BROOKLYN,N.Y. POLICE DEPT,1004127,182891,,,,,801660
798885,fd6fb51,2012-08-26T16:00:00+00:00,Sunday,Aug,26,2012,16,8,27,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,106,QUEENS,N.Y. POLICE DEPT,1035231,188515,,,,,798885
798889,ca6812f1,2012-08-26T16:00:00+00:00,Sunday,Aug,26,2012,16,8,27,2012,BURGLARY,FELONY,B,108,QUEENS,N.Y. POLICE DEPT,997000,210002,,,,,798889
801664,7cfdf967,2015-02-18T18:00:00+00:00,Wednesday,Feb,18,2015,18,2,18,2015,ROBBERY,FELONY,C,73,BROOKLYN,N.Y. POLICE DEPT,1006334,185589,,,,,801664
798892,169b837d,2012-08-26T16:14:00+00:00,Sunday,Aug,26,2012,16,8,26,2012,FELONY ASSAULT,FELONY,P,44,BRONX,N.Y. POLICE DEPT,1007418,243859,,,,,798892
800082,95924811,2013-05-27T13:05:00+00:00,Monday,May,27,2013,13,5,27,2013,FELONY ASSAULT,FELONY,J,40,BRONX,N.Y. HOUSING POLICE,1004904,234287,,,,,800082
798894,c13a7807,2012-08-26T16:15:00+00:00,Sunday,Aug,26,2012,16,8,27,2012,GRAND LARCENY,FELONY,A,22,MANHATTAN,N.Y. POLICE DEPT,994010,224718,,,,,798894
800084,3e0e436b,2013-05-27T13:10:00+00:00,Monday,May,27,2013,13,5,27,2013,GRAND LARCENY,FELONY,K,78,BROOKLYN,N.Y. POLICE DEPT,990421,188642,,,,,800084
801668,6aa487da,2015-02-18T18:00:00+00:00,Wednesday,Feb,18,2015,18,2,18,2015,ROBBERY,FELONY,B,25,MANHATTAN,N.Y. POLICE DEPT,1001312,231864,,,,,801668
802574,d537bc58,2015-02-18T22:30:00+00:00,Wednesday,Feb,18,2015,22,2,19,2015,BURGLARY,FELONY,I,109,QUEENS,N.Y. POLICE DEPT,1032130,216325,,,,,802574
801670,48dd3ff2,2015-02-18T18:04:00+00:00,Wednesday,Feb,18,2015,18,2,18,2015,GRAND LARCENY,FELONY,D,20,MANHATTAN,N.Y. POLICE DEPT,990055,222385,,,,,801670
802576,967ed296,2015-02-18T22:30:00+00:00,Wednesday,Feb,18,2015,22,2,19,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,48,BRONX,N.Y. POLICE DEPT,1016881,246107,,,,,802576
802577,f8e142c2,2015-02-18T22:48:00+00:00,Wednesday,Feb,18,2015,22,2,19,2015,ROBBERY,FELONY,B,25,MANHATTAN,N.Y. POLICE DEPT,1000472,230833,,,,,802577
798904,4dce413e,2013-05-04T19:05:00+00:00,Saturday,May,4,2013,19,5,4,2013,FELONY ASSAULT,FELONY,D,79,BROOKLYN,N.Y. POLICE DEPT,1000171,191126,,,,,798904
800095,562a69df,2012-08-26T22:00:00+00:00,Sunday,Aug,26,2012,22,8,27,2012,BURGLARY,FELONY,D,104,QUEENS,N.Y. POLICE DEPT,1012340,197732,,,,,800095
801675,72028978,2015-02-18T18:30:00+00:00,Wednesday,Feb,18,2015,18,2,18,2015,BURGLARY,FELONY,K,104,QUEENS,N.Y. POLICE DEPT,1017159,204379,,,,,801675
798908,ff36134c,2013-05-04T19:30:00+00:00,Saturday,May,4,2013,19,5,4,2013,GRAND LARCENY,FELONY,D,84,BROOKLYN,N.Y. POLICE DEPT,987826,192896,,,,,798908
802581,f8c2a8e7,2015-02-18T23:15:00+00:00,Wednesday,Feb,18,2015,23,2,19,2015,GRAND LARCENY,FELONY,D,34,MANHATTAN,N.Y. POLICE DEPT,1004545,255239,,,,,802581
800099,e4ddb15,2012-08-26T22:15:00+00:00,Sunday,Aug,26,2012,22,8,26,2012,FELONY ASSAULT,FELONY,H,46,BRONX,N.Y. POLICE DEPT,1012120,252873,,,,,800099
798911,93626b0a,2013-05-04T19:45:00+00:00,Saturday,May,4,2013,19,5,5,2013,GRAND LARCENY,FELONY,I,18,MANHATTAN,N.Y. POLICE DEPT,986616,216180,,,,,798911
801678,6a3151d6,2015-02-18T18:30:00+00:00,Wednesday,Feb,18,2015,18,2,18,2015,ROBBERY,FELONY,E,32,MANHATTAN,N.Y. POLICE DEPT,1001753,237350,,,,,801678
800102,ac0a7468,2012-08-26T22:40:00+00:00,Sunday,Aug,26,2012,22,8,27,2012,BURGLARY,FELONY,I,66,BROOKLYN,N.Y. POLICE DEPT,984362,171781,,,,,800102
798914,d729fcb3,2013-05-04T20:00:00+00:00,Saturday,May,4,2013,20,5,5,2013,GRAND LARCENY,FELONY,C,105,QUEENS,N.Y. POLICE DEPT,1058570,181438,,,,,798914
802585,7.76E+11,2015-03-26T00:01:00+00:00,Thursday,Mar,26,2015,0,3,26,2015,GRAND LARCENY,FELONY,J,106,QUEENS,N.Y. POLICE DEPT,1034474,182450,,,,,802585
798917,57ef0880,2013-05-04T20:00:00+00:00,Saturday,May,4,2013,20,5,5,2013,GRAND LARCENY,FELONY,H,115,QUEENS,N.Y. POLICE DEPT,1020595,212512,,,,,798917
798919,58e4d425,2013-05-04T20:00:00+00:00,Saturday,May,4,2013,20,5,8,2013,GRAND LARCENY,FELONY,J,45,BRONX,N.Y. POLICE DEPT,1030990,255310,,,,,798919
800109,4be2d53c,2013-05-23T00:15:00+00:00,Thursday,May,23,2013,0,5,23,2013,FELONY ASSAULT,FELONY,F,23,MANHATTAN,N.Y. HOUSING POLICE,998684,229230,,,,,800109
798923,6a094537,2012-10-16T18:00:00+00:00,Tuesday,Oct,16,2012,18,10,16,2012,GRAND LARCENY,FELONY,F,84,BROOKLYN,N.Y. POLICE DEPT,988580,191102,,,,,798923
800112,e928e7f9,2013-05-23T00:20:00+00:00,Thursday,May,23,2013,0,5,23,2013,ROBBERY,FELONY,F,30,MANHATTAN,N.Y. POLICE DEPT,998945,242080,,,,,800112
798925,d3ab91f,2012-10-16T18:00:00+00:00,Tuesday,Oct,16,2012,18,10,18,2012,GRAND LARCENY,FELONY,A,7,MANHATTAN,N.Y. POLICE DEPT,988187,198540,,,,,798925
800115,10d595ad,2013-05-23T00:45:00+00:00,Thursday,May,23,2013,0,5,23,2013,ROBBERY,FELONY,A,78,BROOKLYN,N.Y. POLICE DEPT,988399,183626,,,,,800115
800116,a0fb93ee,2013-05-23T00:45:00+00:00,Thursday,May,23,2013,0,5,23,2013,GRAND LARCENY,FELONY,E,94,BROOKLYN,N.Y. POLICE DEPT,998911,202255,,,,,800116
798930,76f610ce,2012-10-16T18:00:00+00:00,Tuesday,Oct,16,2012,18,12,3,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,45,BRONX,N.Y. POLICE DEPT,1032176,252897,,,,,798930
800119,343c734e,2013-05-23T01:00:00+00:00,Thursday,May,23,2013,1,5,23,2013,BURGLARY,FELONY,E,6,MANHATTAN,N.Y. POLICE DEPT,982990,205122,,,,,800119
802596,f4bd8b96,2012-09-30T16:00:00+00:00,Sunday,Sep,30,2012,16,10,2,2012,GRAND LARCENY,FELONY,D,13,MANHATTAN,N.Y. POLICE DEPT,989738,209197,,,,,802596
802597,92787d97,2012-09-30T16:00:00+00:00,Sunday,Sep,30,2012,16,10,1,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,52,BRONX,N.Y. POLICE DEPT,1009231,252692,,,,,802597
800122,72a1ba16,2013-05-23T01:00:00+00:00,Thursday,May,23,2013,1,6,13,2013,GRAND LARCENY,FELONY,U,44,BRONX,N.Y. POLICE DEPT,1010310,246827,,,,,800122
798936,ee9b84f6,2012-10-16T18:30:00+00:00,Tuesday,Oct,16,2012,18,10,17,2012,BURGLARY,FELONY,J,52,BRONX,N.Y. POLICE DEPT,1016681,256595,,,,,798936
801694,5657a264,2012-09-30T10:30:00+00:00,Sunday,Sep,30,2012,10,9,30,2012,BURGLARY,FELONY,H,63,BROOKLYN,N.Y. POLICE DEPT,1004243,170519,,,,,801694
802600,3878819c,2012-09-30T16:20:00+00:00,Sunday,Sep,30,2012,16,9,30,2012,FELONY ASSAULT,FELONY,J,78,BROOKLYN,N.Y. POLICE DEPT,993918,180611,,,,,802600
801696,deac55ca,2012-09-30T11:15:00+00:00,Sunday,Sep,30,2012,11,9,30,2012,GRAND LARCENY,FELONY,F,30,MANHATTAN,N.Y. POLICE DEPT,1000737,241071,,,,,801696
800126,8153a0d8,2013-05-23T01:40:00+00:00,Thursday,May,23,2013,1,6,2,2013,RAPE,FELONY,C,76,BROOKLYN,N.Y. POLICE DEPT,984160,188429,,,,,800126
802603,17e5fb08,2012-09-30T16:30:00+00:00,Sunday,Sep,30,2012,16,9,30,2012,GRAND LARCENY,FELONY,D,22,MANHATTAN,N.Y. POLICE DEPT,992727,224277,,,,,802603
802604,99e6e5ba,2012-09-30T16:38:00+00:00,Sunday,Sep,30,2012,16,9,30,2012,ROBBERY,FELONY,E,68,BROOKLYN,N.Y. POLICE DEPT,977002,168178,,,,,802604
798945,c163bd2a,2015-01-22T22:00:00+00:00,Thursday,Jan,22,2015,22,1,22,2015,GRAND LARCENY,FELONY,,104,QUEENS,N.Y. POLICE DEPT,1012783,196798,,,,,798945
801700,86655c50,2014-11-14T10:45:00+00:00,Friday,Nov,14,2014,10,11,18,2014,FELONY ASSAULT,FELONY,A,72,BROOKLYN,N.Y. POLICE DEPT,989153,178453,,,,,801700
802606,6d15d9be,2014-11-14T14:45:00+00:00,Friday,Nov,14,2014,14,11,18,2014,GRAND LARCENY,FELONY,,106,QUEENS,N.Y. POLICE DEPT,1030242,186652,,,,,802606
800132,5d518b7e,2012-10-16T23:30:00+00:00,Tuesday,Oct,16,2012,23,11,14,2012,GRAND LARCENY,FELONY,A,76,BROOKLYN,N.Y. HOUSING POLICE,982015,185874,,,,,800132
798952,fddaca03,2015-01-22T22:30:00+00:00,Thursday,Jan,22,2015,22,1,23,2015,BURGLARY,FELONY,P,32,MANHATTAN,N.Y. HOUSING POLICE,1001751,241630,,,,,798952
800133,2252db01,2012-10-16T23:30:00+00:00,Tuesday,Oct,16,2012,23,10,17,2012,GRAND LARCENY,FELONY,C,78,BROOKLYN,N.Y. POLICE DEPT,989805,187103,,,,,800133
801705,c172bff,2014-11-14T11:00:00+00:00,Friday,Nov,14,2014,11,11,14,2014,GRAND LARCENY,FELONY,J,67,BROOKLYN,N.Y. POLICE DEPT,1005533,175805,,,,,801705
801706,5de3f26d,2014-11-14T11:00:00+00:00,Friday,Nov,14,2014,11,11,21,2014,GRAND LARCENY,FELONY,A,106,QUEENS,N.Y. POLICE DEPT,1029753,178099,,,,,801706
800137,6cb74693,2012-10-24T00:00:00+00:00,Wednesday,Oct,24,2012,0,10,31,2012,GRAND LARCENY,FELONY,B,17,MANHATTAN,N.Y. POLICE DEPT,989656,211329,,,,,800137
801708,32dd627c,2014-11-14T11:00:00+00:00,Friday,Nov,14,2014,11,11,14,2014,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,76,BROOKLYN,N.Y. POLICE DEPT,983351,184050,,,,,801709
802618,c45c132c,2014-11-14T15:06:00+00:00,Friday,Nov,14,2014,15,12,2,2014,GRAND LARCENY,FELONY,H,94,BROOKLYN,N.Y. POLICE DEPT,996829,200775,,,,,802618
798967,f64a31f,2012-09-23T20:00:00+00:00,Sunday,Sep,23,2012,20,9,24,2012,GRAND LARCENY,FELONY,H,24,MANHATTAN,N.Y. POLICE DEPT,990156,227734,,,,,798967
802619,ebce1ef,2014-11-14T15:12:00+00:00,Friday,Nov,14,2014,15,11,14,2014,GRAND LARCENY,FELONY,B,19,MANHATTAN,N.Y. POLICE DEPT,995304,221022,,,,,802619
798970,a0754fb,2012-09-23T20:14:00+00:00,Sunday,Sep,23,2012,20,9,23,2012,FELONY ASSAULT,FELONY,I,46,BRONX,N.Y. POLICE DEPT,1007684,248284,,,,,798970
798971,4da72e2b,2012-09-23T20:14:00+00:00,Sunday,Sep,23,2012,20,9,23,2012,FELONY ASSAULT,FELONY,I,46,BRONX,N.Y. POLICE DEPT,1007684,248284,,,,,798971
798972,431b85ff,2012-09-23T20:15:00+00:00,Sunday,Sep,23,2012,20,9,23,2012,FELONY ASSAULT,FELONY,E,100,QUEENS,N.Y. POLICE DEPT,1025646,149164,,,,,798972
802622,6c9e47a5,2014-11-14T15:30:00+00:00,Friday,Nov,14,2014,15,11,14,2014,BURGLARY,FELONY,J,70,BROOKLYN,N.Y. POLICE DEPT,992626,174922,,,,,802622
798974,2561e28c,2012-09-23T20:32:00+00:00,Sunday,Sep,23,2012,20,9,23,2012,GRAND LARCENY,FELONY,B,77,BROOKLYN,N.Y. POLICE DEPT,992849,185094,,,,,798974
802623,d396294d,2014-11-14T15:30:00+00:00,Friday,Nov,14,2014,15,11,18,2014,GRAND LARCENY,FELONY,C,105,QUEENS,N.Y. POLICE DEPT,1057800,176535,,,,,802623
798977,ff88e74c,2012-09-23T20:45:00+00:00,Sunday,Sep,23,2012,20,9,23,2012,FELONY ASSAULT,FELONY,P,113,QUEENS,N.Y. POLICE DEPT,1049150,195182,,,,,798977
801719,ef5bd2a3,2014-11-14T11:50:00+00:00,Friday,Nov,14,2014,11,11,14,2014,GRAND LARCENY,FELONY,F,72,BROOKLYN,N.Y. POLICE DEPT,981144,174000,,,,,801720
800149,4c430f2,2015-02-18T09:00:00+00:00,Wednesday,Feb,18,2015,9,2,19,2015,FELONY ASSAULT,FELONY,A,115,QUEENS,N.Y. POLICE DEPT,1019772,215980,,,,,800149
801720,fa4a961b,2012-04-13T22:00:00+00:00,Friday,Apr,13,2012,22,4,16,2012,GRAND LARCENY,FELONY,H,17,MANHATTAN,N.Y. POLICE DEPT,993678,214805,,,,,801721
800150,264ebd62,2015-02-18T09:00:00+00:00,Wednesday,Feb,18,2015,9,3,4,2015,GRAND LARCENY,FELONY,M,19,MANHATTAN,N.Y. POLICE DEPT,998512,224300,,,,,800150
801721,bd306443,2012-04-13T22:00:00+00:00,Friday,Apr,13,2012,22,4,14,2012,GRAND LARCENY,FELONY,F,24,MANHATTAN,N.Y. POLICE DEPT,993417,230310,,,,,801722
798982,a117b3ca,2014-11-12T17:00:00+00:00,Wednesday,Nov,12,2014,17,11,13,2014,ROBBERY,FELONY,A,104,QUEENS,N.Y. POLICE DEPT,1014199,194690,,,,,798982
801722,ec5b4446,2012-04-13T22:00:00+00:00,Friday,Apr,13,2012,22,4,14,2012,GRAND LARCENY,FELONY,A,40,BRONX,N.Y. POLICE DEPT,1008341,231926,,,,,801723
801723,a889f077,2012-04-13T22:15:00+00:00,Friday,Apr,13,2012,22,4,22,2012,BURGLARY,FELONY,G,120,STATEN ISLAND,N.Y. POLICE DEPT,960353,172728,,,,,801724
802629,431a16cc,2012-04-15T01:20:00+00:00,Sunday,Apr,15,2012,1,4,15,2012,ROBBERY,FELONY,K,75,BROOKLYN,N.Y. HOUSING POLICE,1017184,179927,,,,,802629
798986,b9788bbb,2014-11-12T17:00:00+00:00,Wednesday,Nov,12,2014,17,11,12,2014,FELONY ASSAULT,FELONY,G,47,BRONX,N.Y. HOUSING POLICE,1030730,260713,,,,,798986
802632,a08c56d1,2012-04-15T01:30:00+00:00,Sunday,Apr,15,2012,1,4,15,2012,ROBBERY,FELONY,A,78,BROOKLYN,N.Y. POLICE DEPT,988608,183956,,,,,802632
798989,71d93e69,2014-11-12T17:30:00+00:00,Wednesday,Nov,12,2014,17,11,12,2014,BURGLARY,FELONY,A,13,MANHATTAN,N.Y. POLICE DEPT,990043,206156,,,,,798989
798993,2830aa4,2014-11-12T18:00:00+00:00,Wednesday,Nov,12,2014,18,11,12,2014,ROBBERY,FELONY,I,73,BROOKLYN,N.Y. HOUSING POLICE,1009968,182503,,,,,798993
801733,f996601b,2012-04-13T22:55:00+00:00,Friday,Apr,13,2012,22,4,13,2012,GRAND LARCENY,FELONY,A,106,QUEENS,N.Y. POLICE DEPT,1028994,177954,,,,,801734
801734,be4f40f4,2012-04-13T23:00:00+00:00,Friday,Apr,13,2012,23,4,21,2012,GRAND LARCENY,FELONY,H,66,BROOKLYN,N.Y. POLICE DEPT,981903,170562,,,,,801735
801735,441e877e,2012-04-13T23:00:00+00:00,Friday,Apr,13,2012,23,4,16,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,67,BROOKLYN,N.Y. POLICE DEPT,1004184,175829,,,,,801736
798997,5264082e,2014-11-12T18:00:00+00:00,Wednesday,Nov,12,2014,18,11,12,2014,ROBBERY,FELONY,C,30,MANHATTAN,N.Y. POLICE DEPT,996977,239860,,,,,798997
798998,bfbe2f08,2014-11-12T18:00:00+00:00,Wednesday,Nov,12,2014,18,11,12,2014,GRAND LARCENY,FELONY,A,46,BRONX,N.Y. POLICE DEPT,1010352,247469,,,,,798998
801738,2a59be8c,2012-04-13T23:00:00+00:00,Friday,Apr,13,2012,23,4,14,2012,BURGLARY,FELONY,G,88,BROOKLYN,N.Y. POLICE DEPT,991562,193250,,,,,801739
802642,7abeda03,2012-04-15T02:00:00+00:00,Sunday,Apr,15,2012,2,4,15,2012,BURGLARY,FELONY,G,75,BROOKLYN,N.Y. POLICE DEPT,1016640,184529,,,,,802642
800163,33c890db,2015-02-18T10:10:00+00:00,Wednesday,Feb,18,2015,10,2,18,2015,ROBBERY,FELONY,I,103,QUEENS,N.Y. POLICE DEPT,1046037,194153,,,,,800163
799002,ff12abcf,2012-04-13T10:00:00+00:00,Friday,Apr,13,2012,10,4,17,2012,GRAND LARCENY,FELONY,A,43,BRONX,N.Y. POLICE DEPT,1023548,238402,,,,,799002
800164,e0f0025a,2015-02-18T10:30:00+00:00,Wednesday,Feb,18,2015,10,2,18,2015,FELONY ASSAULT,FELONY,J,77,BROOKLYN,N.Y. POLICE DEPT,1005032,184785,,,,,800164
801742,23a92869,2011-12-08T00:33:00+00:00,Thursday,Dec,8,2011,0,12,8,2011,BURGLARY,FELONY,A,94,BROOKLYN,N.Y. POLICE DEPT,1001192,202516,,,,,801743
802646,154ba393,2012-04-15T02:00:00+00:00,Sunday,Apr,15,2012,2,4,17,2012,GRAND LARCENY,FELONY,E,9,MANHATTAN,N.Y. POLICE DEPT,985937,204298,,,,,802646
801743,19109291,2011-12-08T00:40:00+00:00,Thursday,Dec,8,2011,0,12,8,2011,ROBBERY,FELONY,E,43,BRONX,N.Y. POLICE DEPT,1017926,239846,,,,,801744
802648,7849bb26,2011-12-08T09:00:00+00:00,Thursday,Dec,8,2011,9,12,8,2011,BURGLARY,FELONY,A,52,BRONX,N.Y. HOUSING POLICE,1010219,256277,,,,,802648
801745,db595436,2011-12-08T01:00:00+00:00,Thursday,Dec,8,2011,1,12,8,2011,GRAND LARCENY,FELONY,E,72,BROOKLYN,N.Y. POLICE DEPT,982195,175326,,,,,801746
799007,3cd79452,2012-04-13T10:45:00+00:00,Friday,Apr,13,2012,10,4,13,2012,GRAND LARCENY,FELONY,C,17,MANHATTAN,N.Y. POLICE DEPT,991003,211196,,,,,799007
799008,710db7e1,2012-04-13T10:50:00+00:00,Friday,Apr,13,2012,10,4,13,2012,FELONY ASSAULT,FELONY,A,47,BRONX,N.Y. POLICE DEPT,1020740,259111,,,,,799008
799009,dc3b3b59,2012-04-13T11:00:00+00:00,Friday,Apr,13,2012,11,4,13,2012,GRAND LARCENY,FELONY,K,75,BROOKLYN,N.Y. POLICE DEPT,1018050,181213,,,,,799009
800169,3635df3d,2012-09-30T01:00:00+00:00,Sunday,Sep,30,2012,1,10,2,2012,GRAND LARCENY,FELONY,G,13,MANHATTAN,N.Y. POLICE DEPT,985689,208934,,,,,800169
801750,bc40d281,2011-12-08T01:30:00+00:00,Thursday,Dec,8,2011,1,12,8,2011,ROBBERY,FELONY,B,61,BROOKLYN,N.Y. POLICE DEPT,998865,153771,,,,,801751
800170,e2b53763,2012-09-30T01:00:00+00:00,Sunday,Sep,30,2012,1,10,1,2012,ROBBERY,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1021060,212720,,,,,800170
802656,e8cadd17,2011-12-08T10:00:00+00:00,Thursday,Dec,8,2011,10,12,8,2011,FELONY ASSAULT,FELONY,K,67,BROOKLYN,N.Y. POLICE DEPT,1004170,172828,,,,,802656
799014,610cbc03,2012-04-13T11:09:00+00:00,Friday,Apr,13,2012,11,4,13,2012,ROBBERY,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1014537,251566,,,,,799014
801754,28f3140,2011-12-08T02:20:00+00:00,Thursday,Dec,8,2011,2,12,8,2011,FELONY ASSAULT,FELONY,A,105,QUEENS,N.Y. POLICE DEPT,1048193,182035,,,,,801755
801755,638dfd61,2011-12-08T02:30:00+00:00,Thursday,Dec,8,2011,2,12,8,2011,ROBBERY,FELONY,B,110,QUEENS,N.Y. POLICE DEPT,1017133,207617,,,,,801756
801756,59f463f,2011-12-08T04:00:00+00:00,Thursday,Dec,8,2011,4,12,8,2011,BURGLARY,FELONY,E,79,BROOKLYN,N.Y. POLICE DEPT,1000341,192654,,,,,801757
801757,3d953350,2011-12-08T04:00:00+00:00,Thursday,Dec,8,2011,4,12,12,2011,GRAND LARCENY,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1015995,212787,,,,,801758
800175,1f5f6987,2012-09-30T01:30:00+00:00,Sunday,Sep,30,2012,1,10,3,2012,GRAND LARCENY,FELONY,D,9,MANHATTAN,N.Y. POLICE DEPT,987725,204831,,,,,800175
801760,b273ae3b,2014-03-21T06:30:00+00:00,Friday,Mar,21,2014,6,3,21,2014,GRAND LARCENY,FELONY,D,69,BROOKLYN,N.Y. POLICE DEPT,1013065,174857,,,,,801760
800177,462a91f3,2012-09-30T01:35:00+00:00,Sunday,Sep,30,2012,1,9,30,2012,BURGLARY,FELONY,G,14,MANHATTAN,N.Y. POLICE DEPT,987212,214471,,,,,800177
801762,93d229b,2014-03-21T07:00:00+00:00,Friday,Mar,21,2014,7,3,22,2014,FELONY ASSAULT,FELONY,C,68,BROOKLYN,N.Y. POLICE DEPT,980419,168689,,,,,801762
800179,93ae4bd5,2012-09-30T01:55:00+00:00,Sunday,Sep,30,2012,1,9,30,2012,ROBBERY,FELONY,B,66,BROOKLYN,N.Y. TRANSIT POLICE,990847,167337,,,,,800179
802667,67784f6f,2011-12-08T10:30:00+00:00,Thursday,Dec,8,2011,10,12,8,2011,GRAND LARCENY,FELONY,F,102,QUEENS,N.Y. POLICE DEPT,1032428,198872,,,,,802667
799024,c9a42218,2011-11-29T13:30:00+00:00,Tuesday,Nov,29,2011,13,11,29,2011,GRAND LARCENY,FELONY,K,120,STATEN ISLAND,N.Y. POLICE DEPT,953306,165533,,,,,799024
801765,d15be67e,2014-03-21T07:05:00+00:00,Friday,Mar,21,2014,7,3,21,2014,BURGLARY,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1040896,196247,,,,,801765
800182,5ac5e558,2012-09-30T02:00:00+00:00,Sunday,Sep,30,2012,2,11,25,2012,GRAND LARCENY,FELONY,E,71,BROOKLYN,N.Y. POLICE DEPT,997107,180384,,,,,800182
799026,905405c7,2011-11-29T13:30:00+00:00,Tuesday,Nov,29,2011,13,11,29,2011,BURGLARY,FELONY,T,44,BRONX,N.Y. POLICE DEPT,1007885,246406,,,,,799026
801767,8c7ff120,2014-03-21T07:30:00+00:00,Friday,Mar,21,2014,7,3,27,2014,GRAND LARCENY,FELONY,B,52,BRONX,N.Y. POLICE DEPT,1011129,252656,,,,,801767
